"spo","meanW","semW"
"SPO0860",0.61,0.21
"SPO0861",1.05,0.07
"SPO0862",0.85,0.03
"SPO0863",1.03,0.12
"SPO0864",1.08,0.04
"SPO0865",1.07,0.03
"SPO0866",0.88,0.16
"SPO0867",1,0.05
"SPO0868",0.96,0.04
"SPO0869",0.86,0.02
"SPO0870",0.99,0.05
"SPO0872",0.97,0.03
"SPO0873",0.85,0.11
"SPO0874",1.01,0.05
"SPO0875",0.63,0.04
"SPO0876a",0.96,0.06
"SPO0877",0.97,0.06
"SPO0878",1.06,0.05
"SPO0879",0.87,0.06
"SPO0880",1.02,0.06
"SPO0881",0.95,0.01
"SPO0882",0.98,0.05
"SPO0883",1,0.01
"SPO0884",1.03,0.04
"SPO0885",1.11,0.12
"SPO0887",1.04,0.01
"SPO0888",1.02,0.03
"SPO0889",1,0.07
"SPO0890",0.79,0.31
"SPO0891",1.07,0.04
"SPO0892",0.2,0.06
"SPO0893",0.14,0.14
"SPO0894",1.1,0.05
"SPO0895",0.92,0.04
"SPO0897",1.04,0.02
"SPO0898",1.08,0.02
"SPO0899",1.02,0.03
"SPO0900",0.12,0.07
"SPO0901",1.02,0.03
"SPO0902",0.92,0.11
"SPO0903",0,0
"SPO0904",0.6,0.06
"SPO0905",1,0.05
"SPO0906",1.05,0.04
"SPO0907",0,NA
"SPO0910",1.09,0.01
"SPO0911",0.38,0.04
"SPO0912",0.46,0.27
"SPO0913",1.05,0.01
"SPO0914",1.11,0.06
"SPO0915",1.01,0.03
"SPO0916",0.86,0.06
"SPO0917",0.94,0.06
"SPO0918",1.01,0.02
"SPO0919",1.22,0.09
"SPO0920",0.92,0.08
"SPO0921",0.98,0.01
"SPO0922",1.06,0.1
"SPO0923",1.09,NA
"SPO0925",1.02,0.1
"SPO0927",1,0.05
"SPO0928",1.05,0.06
"SPO0929",1.21,0.08
"SPO0930",1,0.08
"SPO0931",0.9,0.53
"SPO0932",0.14,0.14
"SPO0933",0.9,0.08
"SPO0934",1.08,0.03
"SPO0935",1.1,0.04
"SPO0936",0.91,0.23
"SPO0937",0.98,0.03
"SPO0939",1.08,0.05
"SPO0940",1.09,0.07
"SPO0941",0.98,0.33
"SPO0942",1.07,0.03
"SPO0943",0.51,0.22
"SPO0944",1.04,0.01
"SPO0945",1.1,0.01
"SPO0946",0.74,0.03
"SPO0948",0.93,0.06
"SPO0949",1,0.03
"SPO0950",0.81,0.16
"SPO0951",1.1,0.07
"SPO0952",0.97,0.07
"SPO0953",1.03,0.04
"SPO0954",0.69,0.26
"SPO0955",1.06,0.01
"SPO0957",1.1,0.08
"SPO0958",0.92,0.05
"SPO0959",1.02,0.05
"SPO0960",1.29,0.24
"SPO0961",0.9,NA
"SPO0962",0.07,0.07
"SPO0964",0.9,0.05
"SPO0965",1.01,0.12
"SPO0966",1,0.06
"SPO0967",1,0.02
"SPO0968",1.06,0.04
"SPO0970",0.96,0.05
"SPO0971",0.96,0.04
"SPO0972",1.01,0.07
"SPO0973",0.6,0.3
"SPO0974",0.91,0.02
"SPO0975",1.04,0.1
"SPO0976",1.15,0.07
"SPO0977",1.08,0.05
"SPO0978",0.97,0.03
"SPO0980",1.1,0.03
"SPO0981",0.92,0.05
"SPO0982",1.04,0.05
"SPO0983",0.81,0.04
"SPO0984",0.96,0.02
"SPO0985",0.83,0.06
"SPO0986",1.02,0.02
"SPO0987",0.76,0.07
"SPO0988",0.88,0.08
"SPO0989",1.03,0.03
"SPO0990",1.01,0.03
"SPO0991",0.98,0.09
"SPO0992",1.12,0.09
"SPO0993",0.96,0.06
"SPO0995",1.22,0.08
"SPO0996",0.98,0.05
"SPO0997",0.96,0.03
"SPO0998",0.93,0.02
"SPO0999",1.02,0.03
"SPO1000",0.91,0.07
"SPO1001",0.81,0.03
"SPO1002",0.98,0.05
"SPO1003",0,0
"SPO1004",0,0
"SPO1005",0.96,0.01
"SPO1006",0.95,0.03
"SPO1007",1.16,0.03
"SPO1008",1.22,0.07
"SPO1009",0.94,0.04
"SPO1012",1.05,0.07
"SPO1013",0.98,0.06
"SPO1014",1,0.06
"SPO1015",0.99,0.18
"SPO1016",0.96,0.02
"SPO1017",1.02,0.17
"SPO1018",1.01,0.1
"SPO1019",1.05,0.21
"SPO1020",0.97,0.08
"SPO1021",0.93,0.03
"SPO1022",1.06,0.07
"SPO1024",0.85,0.06
"SPO1025",0.91,0.05
"SPO1026",1.07,0.03
"SPO1027",1.03,0.04
"SPO1028",1.08,0.08
"SPO1029",1,0.03
"SPO1030",0.95,0.04
"SPO1031",1.05,0.07
"SPO1032",0.94,0.09
"SPO1033",0.12,0.11
"SPO1034",1.03,0.02
"SPO1036",0.95,0.02
"SPO1037",0.97,0.01
"SPO1038",0.93,0.31
"SPO1039",0.95,0.06
"SPO1040",1.08,0.08
"SPO1041",0.82,0.13
"SPO1042",0.84,0.06
"SPO1043",0.92,0.1
"SPO1044",0.93,0.06
"SPO1044a",0.92,0.06
"SPO1045",1.02,0.01
"SPO1046",1,0.01
"SPO1047",0.98,0.01
"SPO1048",0.97,0.03
"SPO1049",1.09,NA
"SPO1050",0.95,0.04
"SPO1051",0.88,0.09
"SPO1052",0.94,0.02
"SPO1053",1.04,0.03
"SPO1054",0.56,0.27
"SPO1055",0.99,0.06
"SPO1056",0.97,0.05
"SPO1057",0.94,0.06
"SPO1058",1,0.03
"SPO1059",0.98,0.02
"SPO1060",0.97,0.04
"SPO1061",0.96,0.02
"SPO1062",0.91,0.02
"SPO1063",1,0.02
"SPO1064",0.98,0.06
"SPO1065",0.9,0.04
"SPO1066",1.05,0.04
"SPO1067",1.01,0.05
"SPO1068",1,0.05
"SPO1069",0.97,0.07
"SPO1070",0.98,0.02
"SPO1071",1,0.05
"SPO1072",1.01,0.16
"SPO1073",1.09,0.08
"SPO1074",0.85,0.13
"SPO1075",1,NA
"SPO1076",0.99,0.03
"SPO1077",1.07,0.04
"SPO1078",0.81,0.16
"SPO1079",0.85,0.34
"SPO1080",1.1,0.11
"SPO1081",1.04,0.03
"SPO1082",1.15,0.34
"SPO1083",1.03,0.04
"SPO1084",0.97,0.07
"SPO1085",0.93,0.02
"SPO1086",0.88,0.14
"SPO1087",0.96,0.05
"SPO1088",0.98,0.04
"SPO1089",1.03,0.03
"SPO1090",1.01,0.03
"SPO1091",0.56,0.3
"SPO1092",1.03,0.04
"SPO1093",0.97,0.05
"SPO1094",0.16,0.16
"SPO1094a",1.06,0.02
"SPO1095",1,0.04
"SPO1097",0.41,0.15
"SPO1098",0.76,0.05
"SPO1101",0.22,0.15
"SPO1102",0,NA
"SPO1103",0.99,0.04
"SPO1104",1.05,0.07
"SPO1106",1.06,0.09
"SPO1107",0.98,0.04
"SPO1108",1,0.07
"SPO1109",0.91,0.02
"SPO1110",1.05,0.07
"SPO1111",0.99,0.19
"SPO1112",0.96,0.06
"SPO1113",0.99,0.03
"SPO1114",1,0.03
"SPO1115",1.03,0.02
"SPO1116",1.01,0.01
"SPO1117",0.5,0.06
"SPO1119",1.07,0.03
"SPO1120",0.66,0.08
"SPO1122",0.89,0.1
"SPO1125",0.86,0.3
"SPO1126",1.08,0.03
"SPO1127",0.98,0.05
"SPO1128",1.1,0.05
"SPO1129",1.01,0.05
"SPO1130",1.17,0.18
"SPO1131",1.07,0.04
"SPO1132",0.97,0.04
"SPO1133",0.9,0.07
"SPO1134",1.01,0.14
"SPO1135",1.1,0.03
"SPO1136",0.94,0.05
"SPO1137",0.88,0.04
"SPO1138",0.76,0.11
"SPO1139",1.01,0.04
"SPO1140",0.91,0.07
"SPO1141",1.03,0.17
"SPO1142",0.92,0.02
"SPO1143",0.83,0.07
"SPO1144",0.94,0.12
"SPO1145",0.98,0.04
"SPO1146",0.9,0.03
"SPO1147",0.9,0.03
"SPO1148",1.01,0.06
"SPO1150",1.18,0.07
"SPO1151",1.08,0.42
"SPO1152",1.09,0.03
"SPO1153",1.02,0.11
"SPO1154",1.02,0.07
"SPO1155",0.05,0.05
"SPO1159",0.9,0.11
"SPO1160",0.95,0.05
"SPO1161",0.98,0.02
"SPO1164",1.05,0.13
"SPO1165",0.96,0.14
"SPO1166",1.02,0.06
"SPO1168",0.72,0.37
"SPO1171",1.06,0.02
"SPO1172",1.18,0.05
"SPO1173",1.07,0.06
"SPO1174",0.97,0.06
"SPO1175",0.98,0.08
"SPO1176",1,0.02
"SPO1181",1.1,0.16
"SPO1185",1.02,0.01
"SPO1186",0.8,0.02
"SPO1188",1,0.06
"SPO1189",1.02,0.02
"SPO1190",0.86,0.14
"SPO1191",0.74,0.14
"SPO1192",0.6,0.4
"SPO1194",0.71,NA
"SPO1197",1.08,0.05
"SPO1199",0.94,0.23
"SPO1204",0.98,0.06
"SPO1206",0.72,0.12
"SPO1207",1.06,0.02
"SPO1208",1.18,0.22
"SPO1209",1.04,0.03
"SPO1210",1.06,0.03
"SPO1211",1.07,0.02
"SPO1212",1.03,0.01
"SPO1213",0.98,0.02
"SPO1214",0.98,0.03
"SPO1215",0.97,0.08
"SPO1216",0.84,0.04
"SPO1217",0.89,0.01
"SPO1218",0.94,0.02
"SPO1219",1.06,0
"SPO1220",0.94,0.01
"SPO1221",0.99,0
"SPO1222",0.92,0.02
"SPO1223",0.93,0.05
"SPO1224",0.91,0.02
"SPO1225",0.75,0.16
"SPO1226",0.93,0.01
"SPO1226a",0.93,0.03
"SPO1227",0.95,0.01
"SPO1228",0.91,0.03
"SPO1229",0.94,0.03
"SPO1230",0.97,0.01
"SPO1231",0.9,0.02
"SPO1232",0.88,0.04
"SPO1233",0.9,0.02
"SPO1234",1.01,0.01
"SPO1235",0.98,0
"SPO1236",0.96,0.01
"SPO1237",0.94,0.01
"SPO1240",0.44,0.1
"SPO1241",1.11,0.01
"SPO1243",1.04,0.05
"SPO1244",1.21,0.16
"SPO1245",1.04,0.03
"SPO1246",0.56,0.14
"SPO1247",0.87,0.07
"SPO1249",1.08,0.01
"SPO1250",1.21,0.14
"SPO1251",0.98,0.05
"SPO1252a",1.08,0.06
"SPO1254",1.04,0.03
"SPO1255",1.11,0.03
"SPO1256",0.94,0.07
"SPO1257",1.03,0.02
"SPO1259",1,0.06
"SPO1260",1.06,0.06
"SPO1261",1.33,NA
"SPO1262",0.94,0.03
"SPO1263",1.14,0.1
"SPO1264",0.89,0.01
"SPO1265",0,0
"SPO1267",1.04,0.04
"SPO1268",0.99,0.16
"SPO1270",0.88,0.09
"SPO1271",1.03,0.02
"SPO1272",1.04,0.03
"SPO1274",0.99,0.02
"SPO1275",1.08,0.1
"SPO1276",0.31,0.31
"SPO1277",1.04,0.01
"SPO1278",1.02,0.04
"SPO1279",1.04,0.08
"SPO1280",0.97,0.06
"SPO1284",1.07,0.02
"SPO1285",1.02,0.05
"SPO1286",1.02,0.05
"SPO1287",0.96,0.13
"SPO1288",0.88,0.02
"SPO1289",0.99,0.06
"SPO1290",1.02,0.06
"SPO1291",0.99,0.06
"SPO1292",0.25,0.25
"SPO1293",1.04,0.05
"SPO1294",1.02,0.02
"SPO1295",1.01,0.01
"SPO1298",1.02,0.05
"SPO1299",0.98,0.05
"SPO1300",1.03,0.01
"SPO1301",1.02,0.03
"SPO1302",0.97,0.03
"SPO1303",1.02,0.05
"SPO1304",0.95,0.07
"SPO1305",0.96,0.02
"SPO1306",0.94,0.07
"SPO1307",1.1,0.06
"SPO1308",1.07,0.05
"SPO1309",0.9,0.19
"SPO1310",0.96,0.02
"SPO1310a",0.63,0.1
"SPO1311",1.01,0.02
"SPO1312",1.1,0
"SPO1314",1.06,0.03
"SPO1315",1.07,0.04
"SPO1316",1.07,0.13
"SPO1318",0,0
"SPO1319",0.86,0.08
"SPO1320",0.8,0.06
"SPO1321",0.96,0.23
"SPO1322",1.08,0.02
"SPO1323",0.99,0.04
"SPO1324",1.09,0.19
"SPO1325",0.78,0.1
"SPO1327",0.93,0.03
"SPO1328",0.9,0.05
"SPO1329",0.35,0.12
"SPO1330",0.26,0.15
"SPO1331",0.95,0.01
"SPO1332",0,NA
"SPO1333",0.96,0.04
"SPO1334",0.9,0.09
"SPO1335",0.76,0.32
"SPO1337",0.97,0.04
"SPO1337a",0.83,NA
"SPO1339",0.47,0.47
"SPO1340",0.97,0.07
"SPO1342",0.85,0.08
"SPO1343",0.94,0.04
"SPO1344",0,NA
"SPO1345",0.11,0.11
"SPO1346",1.05,0.11
"SPO1347",1.01,0.04
"SPO1349",1.15,0.05
"SPO1351",0,0
"SPO1352a",1.23,0.07
"SPO1354",0.89,0.06
"SPO1356",1.12,0.08
"SPO1356a",0.61,0.09
"SPO1357",1.06,0.09
"SPO1358",1.02,NA
"SPO1359",0.88,0.03
"SPO1360",1.11,0.05
"SPO1361",1.09,0.09
"SPO1364a",0.98,0.11
"SPO1365",1.05,0.04
"SPO1366",0.01,0.01
"SPO1367",0,0
"SPO1368",0.55,0.2
"SPO1369",0.92,0.04
"SPO1370",1.02,0.05
"SPO1372",1,0.02
"SPO1373",0.97,0.02
"SPO1374",1.18,0.08
"SPO1375",1.12,0.08
"SPO1376",1.06,0.05
"SPO1379",0.95,0.12
"SPO1380",0.93,0.01
"SPO1381",0.75,0.39
"SPO1382",0.98,0.03
"SPO1383",0.62,0.02
"SPO1384",0.8,0.11
"SPO1385",0.91,0.04
"SPO1387",1.1,0.02
"SPO1388",1,0.08
"SPO1390",0,NA
"SPO1392",1.22,0.6
"SPO1393",0.85,NA
"SPO1394",0.95,0.04
"SPO1395",0.57,0.4
"SPO1396",0.88,0.07
"SPO1397",1.02,0.05
"SPO1398",1.01,0.02
"SPO1399",0.91,0.04
"SPO1400",0.65,0.26
"SPO1401",0.73,0.09
"SPO1404",1.03,0.04
"SPO1405",0.92,0.03
"SPO1406",1.06,0.02
"SPO1407",0.88,0.07
"SPO1408",0.96,0.05
"SPO1409",1.22,0.08
"SPO1410",1.04,0.02
"SPO1411",1,0.04
"SPO1412",1.05,0.01
"SPO1412a",1.04,0
"SPO1413",1.07,0.02
"SPO1414",1.05,0.03
"SPO1415",0.57,0.32
"SPO1416",0.66,0.33
"SPO1417",0.88,0.07
"SPO1421",0.92,0.03
"SPO1424",0.9,0.05
"SPO1425",0.47,0.24
"SPO1426",1.05,0.03
"SPO1427",1.06,0.05
"SPO1429",1.04,0.05
"SPO1430",1,0.1
"SPO1431",0.99,0.02
"SPO1432",0.98,0.08
"SPO1433",0.81,0.05
"SPO1435",0.95,0.07
"SPO1436",0.98,0.04
"SPO1437",0.84,0.3
"SPO1438",0.92,0.13
"SPO1439",1.04,0.04
"SPO1440",1.06,0.08
"SPO1441",1.03,0.08
"SPO1442",1.04,0.02
"SPO1443",0.7,0.03
"SPO1444",0.95,0.07
"SPO1445",1.12,0.1
"SPO1446",1.18,0.14
"SPO1447",0.98,0.04
"SPO1448",0.98,0.06
"SPO1449",0.94,0.09
"SPO1450",0.96,0.05
"SPO1451",0.69,0.31
"SPO1452",1,0.08
"SPO1453",1.13,0.06
"SPO1454",1.06,0.03
"SPO1456",0.99,0.1
"SPO1457",0.7,0.23
"SPO1459",1.01,0.02
"SPO1460",1.05,0.12
"SPO1461",1,0.04
"SPO1462",0.97,0.02
"SPO1463",0.75,0.13
"SPO1464",1.04,0.15
"SPO1465",0.89,0.11
"SPO1466",1.15,0.4
"SPO1468",0.95,0.09
"SPO1469",1.08,0.17
"SPO1470",0.86,0.04
"SPO1471",0.94,0.1
"SPO1472",1.02,0.03
"SPO1473",0.71,0.26
"SPO1474",0.69,0.35
"SPO1475",1.11,0.1
"SPO1476",0.78,0.08
"SPO1477",0.98,0.06
"SPO1478",0.76,0.14
"SPO1479",0.8,0.08
"SPO1480",0.73,NA
"SPO1481",0.45,0.17
"SPO1482",0.85,0.02
"SPO1483",0.96,0.05
"SPO1484",0,NA
"SPO1485",0.83,0.12
"SPO1486",0.85,0.03
"SPO1488",0.98,0.09
"SPO1489",0.92,0.05
"SPO1490",0.95,0.08
"SPO1491",0.92,0.13
"SPO1492",0.92,0.04
"SPO1493",0.99,0.02
"SPO1494",1.27,0.13
"SPO1495",0.68,0.28
"SPO1496",0.75,0.07
"SPO1497",0.77,0.11
"SPO1498",0.95,0.04
"SPO1499",0.91,0.15
"SPO1501",1.09,0.02
"SPO1502",0.69,0.25
"SPO1503",0.95,0.07
"SPO1505",0.88,0.07
"SPO1506",0.85,0.05
"SPO1507",0.86,0.21
"SPO1508",1.02,0.1
"SPO1510",0.9,0.06
"SPO1513",0.94,0.09
"SPO1514",0.77,0.28
"SPO1515",0.96,0.04
"SPO1516",0.81,0.13
"SPO1517",0.92,0.03
"SPO1518",0,0
"SPO1519",1.07,0.02
"SPO1520",1.12,0.18
"SPO1521",1.03,0.03
"SPO1522",0.58,0.34
"SPO1524",0,NA
"SPO1525",0.85,0.14
"SPO1526",1.45,NA
"SPO1527",1.09,0.21
"SPO1529",0.83,0.12
"SPO1530",0.93,0.14
"SPO1531",1.21,NA
"SPO1532",0.96,0.06
"SPO1533",0.8,0.28
"SPO1534",1.12,0.07
"SPO1535",0.99,0.13
"SPO1536",0.75,0.15
"SPO1538",0.8,0.18
"SPO1539",0.91,0.09
"SPO1540",0.88,0.14
"SPO1541",1.33,0.07
"SPO1542",0.89,0.12
"SPO1543",0.96,0.03
"SPO1544",0.85,0.04
"SPO1545",1.03,0.05
"SPO1546",0.98,0.09
"SPO1547",1,0.09
"SPO1548",0.99,0.11
"SPO1549",1.26,0.07
"SPO1550",0.8,0.11
"SPO1551",1.04,0.02
"SPO1552",0.97,0.06
"SPO1553",0.74,0.13
"SPO1554",0.97,0.05
"SPO1555",1.08,0.01
"SPO1556",0.98,0.02
"SPO1557",1.06,0.02
"SPO1558",1.04,0.08
"SPO1559",1.03,0.03
"SPO1560",0.96,0.09
"SPO1561",1,0.08
"SPO1562",0.99,0.06
"SPO1563",0.83,NA
"SPO1564",1.13,0.08
"SPO1565",0.96,0.13
"SPO1566",1.09,0.06
"SPO1567",1.02,0.08
"SPO1568",0.93,0.08
"SPO1569",0.79,0.27
"SPO1570",0.82,0.05
"SPO1571",0.83,0.11
"SPO1572",1.04,0.01
"SPO1573",0.76,0.14
"SPO1574",0.93,0.04
"SPO1575",0.87,0.08
"SPO1576",0.92,0.02
"SPO1578",1.01,0.06
"SPO1579",0.86,0.1
"SPO1580",1.01,0.12
"SPO1581",1.05,0.14
"SPO1582",0.42,0.17
"SPO1584",1.08,0.12
"SPO1585",1,0.04
"SPO1586",1.08,0.03
"SPO1587",0.75,0.12
"SPO1588",1.13,0.08
"SPO1589",0.99,0.06
"SPO1590",0.98,0.02
"SPO1591",1.15,0.03
"SPO1592",0.98,0.02
"SPO1593",0.92,0.11
"SPO1594",1.26,0.06
"SPO1595",0.61,0.3
"SPO1596",1.18,0.1
"SPO1597",1.01,0.12
"SPO1598",1.16,0.07
"SPO1599",0.72,0.25
"SPO1600",0.99,0.11
"SPO1601",0.87,0.14
"SPO1602",0.99,0.08
"SPO1603",0.88,NA
"SPO1604",0.4,0.23
"SPO1605",0.9,0.09
"SPO1606",0.91,0.06
"SPO1607",1.01,0.13
"SPO1608",0.95,0.06
"SPO1609",0.89,0.04
"SPO1610",0.9,0.05
"SPO1611",1.08,0.35
"SPO1612",0.95,0.05
"SPO1614",1.06,0.08
"SPO1615",1.05,0.06
"SPO1616",0.84,0.11
"SPO1617",0.99,0.05
"SPO1620",0.61,0.22
"SPO1621",0,0
"SPO1622",0.99,0.05
"SPO1623",0.89,0.3
"SPO1624",0.9,0.13
"SPO1625",1.07,0.06
"SPO1626",0.95,0.01
"SPO1627",0.73,0.37
"SPO1628",0.85,0.09
"SPO1629",1.08,0.09
"SPO1630",1.26,0.26
"SPO1633",0.74,0.11
"SPO1636",1.15,0.19
"SPO1638",1.06,0.06
"SPO1639",0.68,0.25
"SPO1640",1.02,0.01
"SPO1641",0.96,0.04
"SPO1642",0.94,0.03
"SPO1643",0.88,0.06
"SPO1644",0.88,0.04
"SPO1646",1.04,0.12
"SPO1647",0.94,0.03
"SPO1648",0.89,0.04
"SPO1649",1.12,0.09
"SPO1651",1,0.02
"SPO1652",0.91,0.05
"SPO1655",0.98,0.03
"SPO1656",0.94,0.01
"SPO1657",0.95,0.06
"SPO1658",0.96,0.11
"SPO1659",0.98,0.05
"SPO1660",0.92,0.05
"SPO1663",1.01,0.09
"SPO1667",0.71,NA
"SPO1668",1.05,0.05
"SPO1676",1.03,0.02
"SPO1677",0.43,0.25
"SPO1678",1.03,0.07
"SPO1679",1.01,0.05
"SPO1681",0.97,0.05
"SPO1682",0.89,0.06
"SPO1683",0.77,0.12
"SPO1685",1,0.05
"SPO1686",1.02,0.11
"SPO1687",1.02,0.02
"SPO1688",0.98,0.07
"SPO1689",1.08,0.07
"SPO1690",1.1,0.02
"SPO1693",1.06,0.01
"SPO1694",1.01,0.01
"SPO1695",1,0.04
"SPO1696",0.9,0.04
"SPO1697",0.95,0.03
"SPO1698",0.95,0.04
"SPO1699",0.94,0.05
"SPO1700",1,0.04
"SPO1701",1,0.04
"SPO1702",0.98,0.03
"SPO1703",0.96,0.03
"SPO1704",0.96,0.03
"SPO1705",0.96,0.02
"SPO1707",1.07,0.03
"SPO1707a",0.7,0.14
"SPO1708",1.02,0.14
"SPO1709",0.93,0.03
"SPO1710",1.05,0.05
"SPO1711",0.9,0.05
"SPO1713",0.53,0.3
"SPO1714",0.9,0.1
"SPO1715",0.99,0.12
"SPO1716",0.92,0.04
"SPO1717",0.8,0.04
"SPO1718",0.89,0.03
"SPO1719",0.69,0.15
"SPO1720",0.92,0.15
"SPO1721",0.93,0.06
"SPO1722",0.92,0.06
"SPO1723",1.26,0.02
"SPO1724",0.92,0.09
"SPO1725",1.12,0.03
"SPO1727",1.11,0.05
"SPO1728",1.05,0.18
"SPO1729",0,0
"SPO1732",1.03,NA
"SPO1734",0,0
"SPO1735",0.82,0.22
"SPO1736",0.88,0.05
"SPO1737",0.61,0.32
"SPO1738",1.11,0.07
"SPO1740",1,0.03
"SPO1741",0.9,0.08
"SPO1742",0.92,0.01
